보고서,영역,섹션,필드값,대응_지표#,GOLD_매핑,매핑근거,매핑교정,종전_매핑,앵커_팩트,앵커_경합,앵커_강제,조립가능도,판정_근거(실측)
회원,2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동(명),공156,FACT_MEMBER_MONTHLY.ACTIVE_MEMBERS,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,조립가능,앵커 팩트 `FACT_MEMBER_MONTHLY` 자체의 컬럼
회원,2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동(건),공37·157,FACT_MEMBER_MONTHLY.ACTIVE_CNT,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,조립가능,앵커 팩트 `FACT_MEMBER_MONTHLY` 자체의 컬럼
회원,2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동구성비(%),(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동율,공45,SV metric — 분자: MONTH_END_ACTIVE_CNT / 분모: YEAR_START_ACTIVE_CNT + DEV_CNT(YTD),지표사전,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동율2,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,평균후원기간,(SV avg),SV metric — 평균 = base AVG (SV 집계),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입(명),,SV metric — 납입회원수(명) = COUNT(DISTINCT MEMBER_DK WHERE 납입성공),교정등록부(WRONG_UNIT),WRONG_UNIT,SV metric — 납입회원수(명) = COUNT(DISTINCT MEMBER_DK WHERE 납입성공),FACT_MEMBER_FEE,,,판정불가(SV파생),[매핑교정 WRONG_UNIT] 물리 컬럼이 없다(#80 미구현). 원천은 실재하므로 SV 에서 산출 가능하다 — `FACT_MEMBER_FEE`(회비 grain)에서 회원 distinct 로 센다. 🔴 `PAID_FEE` 를 「명」으로 쓰지 말 것. ▸ 종전 매핑 `SV metric — 납입회원수(명) = COUNT(DISTINCT MEMBER_DK WHERE 납입성공)` → 교정 `SV metric — 납입회원수(명) = COUNT(DISTINCT MEMBER_DK WHERE 납입성공)` ▸ SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입(원),공69·70,FACT_MEMBER_MONTHLY.PAID_FEE,필드인벤토리·별칭등록부,,,FACT_MEMBER_FEE,,,형제팩트중복,"동일 원천 형제 팩트 — 함께 조립하면 이중계상. 둘 다 `SILVER.CRM_PAYMENT_BILLING` 파생이다. 실측 조인 시 `FMM.BILLED_AMT` 891,959,790,888 → 1,056,821,121,099 = **+18.5% 과대계상**(행 40,054,883 → 40,262,076). 🔴 이 필드는 **`FACT_MEMBER_FEE` 를 앵커로 바꿔서** 얻어야 한다 — FMM 과 같은 표에 두지 말 것. 회원-월 요약이 필요하면 FMM, 회비 분해가 필요하면 FMF 중 **하나만** 고른다."
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입구성비(%),(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,SV파생,,,FACT_MEMBER_FEE,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입률 (납입/활동),(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,SV파생,,,FACT_MEMBER_FEE,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입률2 (납입/총활동),(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,SV파생,,,FACT_MEMBER_FEE,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,회원번호,,DIM_MEMBER.MEMBER_DK,교정등록부(WRONG_DIM),WRONG_DIM,DIM_MEMBER.MEMBER_DK,FACT_MEMBER_FEE,,,조립가능,"[매핑교정 WRONG_DIM] `DIM_MEMBER_IDENTITY` 는 GA↔CRM 신원 브리지 전용 차원이고 **CRM 팩트에서 가는 FK 가 없다**. 회원번호는 모든 팩트에 `MEMBER_DK` 로 실재하고 `DIM_MEMBER` 자연키 조인이 살아 있다. 이 오매핑이 12필드에 걸쳐 반복됐다. ▸ 종전 매핑 `DIM_MEMBER.MEMBER_DK` → 교정 `DIM_MEMBER.MEMBER_DK` ▸ 앵커 팩트 `FACT_MEMBER_FEE` 가 **동명 degenerate 컬럼 `MEMBER_DK` 을 직접 보유**한다 (실측 채움 40,262,076/40,262,076) — `DIM_MEMBER` 를 경유할 필요가 없다. 매핑을 앵커 로컬로 교정할 것(O47·P96-②)"
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,법인,공114,DIM_ORG.CORP,필드인벤토리,,,FACT_MEMBER_FEE,,,값없음,"`DIM_ORG.CORP` 전건 NULL (1,315행)"
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,실적지부,공115,DIM_ORG.DIVISION,필드인벤토리·별칭등록부,,,FACT_MEMBER_FEE,,,값없음,"`DIM_ORG.DIVISION` 전건 NULL (1,315행)"
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,브랜드,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_BRAND,FACT_MEMBER_FEE,,,조립가능,[매핑교정 OPENED_O45] [O45] `FMM.CAMPAIGN_SK` 는 O8(다중귀속 규칙 미확정)로 전건 센티넬이다. **「획득 시점」 명시 규칙**으로 회원 1행에 캠페인을 확정해 우회했다(팬아웃 0 실측). ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` ▸ `FACT_MEMBER_FEE` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,홍보방법,,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,FACT_MEMBER_FEE,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME` ▸ `FACT_MEMBER_FEE` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,상위캠페인,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,FACT_MEMBER_FEE,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` ▸ `FACT_MEMBER_FEE` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,캠페인,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,FACT_MEMBER_FEE,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` ▸ `FACT_MEMBER_FEE` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,후원사업,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),교정등록부(OPENED_O45),OPENED_O45,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),FACT_MEMBER_FEE,,,조립가능,"[매핑교정 OPENED_O45] 🔴 **같은 라벨이 두 축이다**. 회비·미납 분석의 후원사업 = **납입 대상**(회비 행에 붙은 값, `SPNSR_BSNS_ID` 채움 99.83%) → `FACT_MEMBER_FEE`. 개발·중단·회원특성 분석의 후원사업 = **획득 시점**(그 회원을 데려온 사업) → `DIM_MEMBER_ACQUISITION`. 한 회원이 여러 후원사업에 내므로 회원-월 grain 에 하나로 붙일 수 없다(회원-월 37,148,615 → 회원-월-후원사업 39,563,730). ⚠️ 목표(`FACT_TARGET_DEV`)에는 후원사업 축이 없어 **목표 대비 후원사업별 달성률은 불가**하다. ▸ 종전 매핑 `FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득)` → 교정 `FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득)` ▸ 앵커 팩트 `FACT_MEMBER_FEE` 자체의 컬럼"
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,회원상태,공132,DIM_MEMBER,지표사전,,,FACT_MEMBER_FEE,,,조립가능,"`FACT_MEMBER_FEE` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,최초가입일,공28,DIM_MEMBER.FIRST_JOIN_DATE,필드인벤토리~,,,FACT_MEMBER_FEE,,,조립가능,"`FACT_MEMBER_FEE` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입(원),공69·70,FACT_MEMBER_MONTHLY.PAID_FEE,필드인벤토리·별칭등록부,,,FACT_MEMBER_FEE,,,형제팩트중복,"동일 원천 형제 팩트 — 함께 조립하면 이중계상. 둘 다 `SILVER.CRM_PAYMENT_BILLING` 파생이다. 실측 조인 시 `FMM.BILLED_AMT` 891,959,790,888 → 1,056,821,121,099 = **+18.5% 과대계상**(행 40,054,883 → 40,262,076). 🔴 이 필드는 **`FACT_MEMBER_FEE` 를 앵커로 바꿔서** 얻어야 한다 — FMM 과 같은 표에 두지 말 것. 회원-월 요약이 필요하면 FMM, 회비 분해가 필요하면 FMF 중 **하나만** 고른다."
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,누계납입(원),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),SV파생,,,FACT_MEMBER_FEE,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,기준일(납입일),,FACT_MEMBER_FEE.LAST_PAY_DATE_SK,교정등록부(OPENED_O45),OPENED_O45,FACT_MEMBER_FEE.LAST_PAY_DATE_SK,FACT_MEMBER_FEE,,,조립가능,"[매핑교정 OPENED_O45] [O45] 회비 팩트 신설로 열렸다. 납입일(`PAY_DE` 채움 41,115,150 = 86.5%)은 회비 grain 에만 있다. 🔴 시점 축이며 합계가 아니다. ▸ 종전 매핑 `FACT_MEMBER_FEE.LAST_PAY_DATE_SK` → 교정 `FACT_MEMBER_FEE.LAST_PAY_DATE_SK` ▸ 앵커 팩트 `FACT_MEMBER_FEE` 자체의 컬럼"
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,결제방식,,FACT_MEMBER_FEE.PAYMENT_SK,교정등록부(OPENED_O45),OPENED_O45,FACT_MEMBER_FEE.PAYMENT_SK,FACT_MEMBER_FEE,,,조립가능,[매핑교정 OPENED_O45] 위 「납입방식」과 동일 축이다. ▸ 종전 매핑 `FACT_MEMBER_FEE.PAYMENT_SK` → 교정 `FACT_MEMBER_FEE.PAYMENT_SK` ▸ 앵커 팩트 `FACT_MEMBER_FEE` 자체의 컬럼
회원,2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,회원번호,,DIM_MEMBER.MEMBER_DK,교정등록부(WRONG_DIM),WRONG_DIM,DIM_MEMBER.MEMBER_DK,FACT_MEMBER_FEE,,,조립가능,"[매핑교정 WRONG_DIM] `DIM_MEMBER_IDENTITY` 는 GA↔CRM 신원 브리지 전용 차원이고 **CRM 팩트에서 가는 FK 가 없다**. 회원번호는 모든 팩트에 `MEMBER_DK` 로 실재하고 `DIM_MEMBER` 자연키 조인이 살아 있다. 이 오매핑이 12필드에 걸쳐 반복됐다. ▸ 종전 매핑 `DIM_MEMBER.MEMBER_DK` → 교정 `DIM_MEMBER.MEMBER_DK` ▸ 앵커 팩트 `FACT_MEMBER_FEE` 가 **동명 degenerate 컬럼 `MEMBER_DK` 을 직접 보유**한다 (실측 채움 40,262,076/40,262,076) — `DIM_MEMBER` 를 경유할 필요가 없다. 매핑을 앵커 로컬로 교정할 것(O47·P96-②)"
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송일,(215밖),FACT_SERVICE_EVENT.DATE_SK,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송구분(대),공133,DIM_SERVICE.SEND_TYPE_L,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,`FACT_SERVICE_EVENT` → `DIM_SERVICE` FK 생존(비영 존재)
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송구분(중),공134,DIM_SERVICE.SEND_TYPE_M,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,`FACT_SERVICE_EVENT` → `DIM_SERVICE` FK 생존(비영 존재)
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송구분(소),공135,DIM_SERVICE.SEND_TYPE_S,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,`FACT_SERVICE_EVENT` → `DIM_SERVICE` FK 생존(비영 존재)
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,제목,공136,FACT_SERVICE_EVENT.SEND_TITLE,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송유형,(215밖),FACT_SERVICE_EVENT.SEND_TYPE,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송(명),,SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK),교정등록부(WRONG_UNIT),WRONG_UNIT,SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK),FACT_SERVICE_EVENT,,,판정불가(SV파생),"[매핑교정 WRONG_UNIT] 🔴 `FACT_SERVICE_EVENT.SEND_MEMBERS` 는 0/1 플래그의 SUM 이라 **건수**다 — 「명」으로 쓰면 과대값이 나온다(O39 실측: SUM 38,470,780 vs 고유회원 1,031,971 = 37.3배). 「명」은 SV 의 `COUNT(DISTINCT)` metric 으로 답해야 한다. ▸ 종전 매핑 `SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK)` → 교정 `SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK)` ▸ SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다"
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,성공(명),,FACT_SERVICE_EVENT.SUCCESS_MEMBERS,교정등록부(WRONG_UNIT),WRONG_UNIT,FACT_SERVICE_EVENT.SUCCESS_MEMBERS,FACT_SERVICE_EVENT,,,조립가능,[매핑교정 WRONG_UNIT] `_MEMBERS` 는 건수 플래그 계열이다(O39). ⚠️ 이 컬럼은 O39-B 로 **전건 0**(값 미주입) — 조회하면 `0` 이 돌아온다. ▸ 종전 매핑 `FACT_SERVICE_EVENT.SUCCESS_MEMBERS` → 교정 `FACT_SERVICE_EVENT.SUCCESS_MEMBERS` ▸ 앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,실패(명),,FACT_SERVICE_EVENT.FAIL_MEMBERS,교정등록부(WRONG_UNIT),WRONG_UNIT,FACT_SERVICE_EVENT.FAIL_MEMBERS,FACT_SERVICE_EVENT,,,조립가능,[매핑교정 WRONG_UNIT] 위와 동일 계열 · O39-B 전건 0. ▸ 종전 매핑 `FACT_SERVICE_EVENT.FAIL_MEMBERS` → 교정 `FACT_SERVICE_EVENT.FAIL_MEMBERS` ▸ 앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송대비 성공율(%),(FSE 파생),SV metric — 성공율(%) = SUCCESS_MEMBERS/SEND_MEMBERS,SV파생,,,FACT_SERVICE_EVENT,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,회원번호,,DIM_MEMBER.MEMBER_DK,교정등록부(WRONG_DIM),WRONG_DIM,DIM_MEMBER.MEMBER_DK,FACT_SERVICE_EVENT,,,조립가능,"[매핑교정 WRONG_DIM] `DIM_MEMBER_IDENTITY` 는 GA↔CRM 신원 브리지 전용 차원이고 **CRM 팩트에서 가는 FK 가 없다**. 회원번호는 모든 팩트에 `MEMBER_DK` 로 실재하고 `DIM_MEMBER` 자연키 조인이 살아 있다. 이 오매핑이 12필드에 걸쳐 반복됐다. ▸ 종전 매핑 `DIM_MEMBER.MEMBER_DK` → 교정 `DIM_MEMBER.MEMBER_DK` ▸ 앵커 팩트 `FACT_SERVICE_EVENT` 가 **동명 degenerate 컬럼 `MEMBER_DK` 을 직접 보유**한다 (실측 채움 38,467,142/38,467,142) — `DIM_MEMBER` 를 경유할 필요가 없다. 매핑을 앵커 로컬로 교정할 것(O47·P96-②)"
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,아동번호,,(미매핑 — 결연 도메인 SILVER 모델 부재),교정등록부(WRONG_DIM),WRONG_DIM,(미매핑 — 결연 도메인 SILVER 모델 부재),FACT_SERVICE_EVENT,,,판정불가,[매핑교정 WRONG_DIM] `TM_RM_CHILD_MSTR_INFO` 는 `_sources.yml` 미등록 = **SILVER 모델 자체가 없다**. 결함이 아니라 도메인 스코프 밖이다(07_코드체계 §4-1 의 「SILVER 모델 부재」 6건과 동일 계열). ▸ 종전 매핑 `(미매핑 — 결연 도메인 SILVER 모델 부재)` → 교정 `(미매핑 — 결연 도메인 SILVER 모델 부재)` ▸ GOLD 매핑이 물리 컬럼 형태가 아니다(미정·비고 등)
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,결연회원중단여부,(215밖),FACT_SERVICE_EVENT.MEMBER_STOP_FLAG,필드인벤토리,,,FACT_SERVICE_EVENT,,,값없음,"`FACT_SERVICE_EVENT.MEMBER_STOP_FLAG` 전건 NULL (38,467,142행)"
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,회원상태,공132,DIM_MEMBER,지표사전,,,FACT_SERVICE_EVENT,,,조립가능,"`FACT_SERVICE_EVENT` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송상태1,공138,FACT_SERVICE_EVENT.SEND_STATUS,필드인벤토리~,,,FACT_SERVICE_EVENT,,,조립가능,앵커 팩트 `FACT_SERVICE_EVENT` 자체의 컬럼
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송상태2,(215밖),FACT_SERVICE_EVENT.SEND_STATUS2,필드인벤토리,,,FACT_SERVICE_EVENT,,,값없음,"`FACT_SERVICE_EVENT.SEND_STATUS2` 전건 NULL (38,467,142행)"
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,중단(명),(215밖),FACT_MEMBER_EVENT.STOP_MEMBERS,필드인벤토리,,,FACT_SERVICE_EVENT,,,grain부정합,"엔티티축 상이 — `FACT_SERVICE_EVENT`=MEMBER_DK vs `FACT_MEMBER_EVENT`=MEMBER_DK,ORG_SK ▸ BRONZE 근거: 발송 건 grain ↔ 개발·중단 사건 grain. 두 사건은 **1:1 대응이 아니다** — 발송 후 반응을 보려면 `FACT_SERVICE_EVENT.D5_*` 코호트 컬럼을 써야 하나 그것은 **전건 0**(미구현)이다."
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,중단(건),공35,FACT_MEMBER_MONTHLY.STOP_CNT,필드인벤토리,,,FACT_SERVICE_EVENT,,,배분규칙필요,"시간축 상이 — `FACT_SERVICE_EVENT`=일 vs `FACT_MEMBER_MONTHLY`=월. 🔴 굵은 쪽을 잘게 내리려면 **배분(귀속) 규칙**이 필요하다 — 규칙 없이 조인하면 굵은 값이 잘은 행마다 복제된다. 이것은 모델링이 아니라 **업무 판단**이다(O47·P95). ▸ BRONZE 근거: 발송은 **발송 건 grain**(`SEND_KEY`), 회원월은 **회원-월 grain** 이다. 발송 대상 회원의 회비를 같은 표에 놓으면 발송 건수만큼 회비가 복제된다(실측 38,470,780행 vs 고유회원 1,031,971 = **37.3배**)."
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,최초캠페인,공29,DIM_MEMBER.FIRST_CAMPAIGN,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,"`FACT_SERVICE_EVENT` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,최초브랜드,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_BRAND,FACT_SERVICE_EVENT,,,조립가능,[매핑교정 OPENED_O45] 「최초」 = 획득 시점. `DIM_CAMPAIGN.BRAND` 는 캠페인 속성이라 **회원 축으로 도달할 수 없다**(`FMM.CAMPAIGN_SK` 전건 센티넬 = O8). ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` ▸ `FACT_SERVICE_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,최초상위캠페인,(215밖),DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,필드인벤토리~,,,FACT_SERVICE_EVENT,,,조립가능,`FACT_SERVICE_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,최초 후원사업,(215밖),DIM_MEMBER.FIRST_SPONSORSHIP,필드인벤토리,,,FACT_SERVICE_EVENT,,,조립가능,"`FACT_SERVICE_EVENT` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
