테이블명,테이블 한글명,GRAIN,테이블유형,컬럼명,컬럼 한글명,타입,NULLABLE,키,FK_타깃,설명,주의_제약(DDL)
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,YEAR_END_ACTIVE_CNT,연도말 활동회원(건),"NUMBER(18,4)",Y,,,연도말 활동회원(건) (#50).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,MONTH_END_ACTIVE_CNT,월말활동회원(건),"NUMBER(18,4)",Y,,,월말활동회원(건) (#52).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,PREV_MONTH_END_ACTIVE_CNT,전월말 활동회원(건),"NUMBER(18,4)",Y,,,전월말 활동회원(건) (#53).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,CAMPAIGN_UNPAID_CNT,캠페인별 미납(건),"NUMBER(18,4)",Y,,,캠페인별 미납(건) (#83),
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,STATUS_UNPAID_CNT,회원상태별 미납(건),"NUMBER(18,4)",Y,,,회원상태별 미납(건) (#84),
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,REGULAR_FEE,정기회비(원),"NUMBER(18,2)",Y,,,정기회비(원) (#66),
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,REGULAR_ONETIME_FEE,정기회원 일시회비(원),"NUMBER(18,2)",Y,,,정기회원 일시회비(원) (#67),
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,ONETIME_ONETIME_FEE,일시회원 일시회비(원),"NUMBER(18,2)",Y,,,일시회원 일시회비(원) (#68),
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,PAID_FEE,납입 **총액**(원) = 회비+기부금 (단일화),"NUMBER(18,2)",Y,,,납입 **총액**(원) = 회비+기부금 (#69·70 단일화) (#69).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,BILLED_AMT,BILLED_AMT,"NUMBER(18,2)",Y,,,BILLED_AMT (#71).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,PAID_FEE_BILLABLE,회비만 납입액(원),"NUMBER(18,2)",Y,,,회비만 납입액(원).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,UNPAID_BILLED_AMT,미납 청구액(원),"NUMBER(18,2)",Y,,,미납 청구액(원).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,INBOUND_CALL_CNT,인바운드콜수 (overview),"NUMBER(38,0)",Y,,,인바운드콜수 (overview).,비-CRM[C-8]: CRM에 없음·현업 별도 입력 → 외부원천 적재대기
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,TS_CALL_CNT,TS콜수 (overview),"NUMBER(38,0)",Y,,,TS콜수 (overview) — 비-CRM 별도 입력,비-CRM[C-8]: CRM에 없음·현업 별도 입력 → 외부원천 적재대기
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,DEV_TYPE,개발구분  전건 NULL 슬롯 유지,VARCHAR,Y,,,개발구분  전건 NULL 슬롯 유지 (#121). 코드id:MM015.,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,NEW_FLAG,신규 여부,BOOLEAN,Y,,,신규  전건 NULL 슬롯 유지 (#32).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,INCREASE_FLAG,증액  전건 NULL 슬롯 유지,BOOLEAN,Y,,,증액  전건 NULL 슬롯 유지 (#33).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,REDONATE_FLAG,재후원  전건 NULL 슬롯 유지,BOOLEAN,Y,,,재후원  전건 NULL 슬롯 유지 (#34).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,JOIN_DATE,캠페인 가입일  전건 NULL 슬롯 유지,DATE,Y,,,캠페인 가입일  전건 NULL 슬롯 유지 (#27).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,STOP_DATE,가입캠페인 중단일  전건 NULL 슬롯 유지,DATE,Y,,,가입캠페인 중단일  전건 NULL 슬롯 유지 (#26).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,AMOUNT_BAND1,후원금액대1 5만,VARCHAR,Y,,,후원금액대1 5만 (#72). [사유:파생규칙 미확정],
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,AMOUNT_BAND2,후원금액대2 1만,VARCHAR,Y,,,후원금액대2 1만 (#73). [사유:파생규칙 미확정],
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,PERIOD_BAND1,후원기간대1 5년,VARCHAR,Y,,,후원기간대1 5년 (#74). [사유:파생규칙 미확정],
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,PERIOD_BAND2,후원기간대2 1년,VARCHAR,Y,,,후원기간대2 1년 (#75). [사유:파생규칙 미확정],
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,SPONSOR_MONTHS,후원기간(개월),"NUMBER(9,2)",Y,,,후원기간(개월) (#127),
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,SPONSOR_YEARS,후원기간(년),"NUMBER(9,2)",Y,,,후원기간(년) (#128),
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,PAID_MONTHS,납입개월수,"NUMBER(9,0)",Y,,,납입개월수 (#129),
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,NEW_EXISTING_FLAG,신규/기존 구분,VARCHAR,Y,,,신규/기존 구분. [사유:원천 부재],
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,UNPAID_FLAG_EOM,월말 미납회원 여부,BOOLEAN,Y,,,월말 미납회원 여부 (#80).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,AMT_INCREASE_CUM_CNT,AMT_INCREASE_CUM_CNT,"NUMBER(38,0)",Y,,,AMT_INCREASE_CUM_CNT (#151).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,AMT_DECREASE_CUM_CNT,AMT_DECREASE_CUM_CNT,"NUMBER(38,0)",Y,,,AMT_DECREASE_CUM_CNT (#38).,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,PAID_SPONSOR_BIZ_CNT,유효 납입 후원사업 수,"NUMBER(38,0)",Y,,,PAID_SPONSOR_BIZ_CNT.,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,IS_MULTI_PAID_BIZ,IS_MULTI_PAID_BIZ,BOOLEAN,Y,,,IS_MULTI_PAID_BIZ.,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,IS_MULTI_SPONSORSHIP,IS_MULTI_SPONSORSHIP,BOOLEAN,Y,,,[DEC.,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,HAS_BILLING,결제(billing) 행 존재 여부,BOOLEAN,N,,,결제(billing) 행 존재 여부.,
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_MEMBER_MONTHLY,회원 월 팩트,MONTH_KEY × MEMBER_DK,FACT,UNPAID_FLAG_BOM,월초 미납회원 여부(=전월말 상태),BOOLEAN,Y,,,월초 미납회원 여부(=전월말 상태) (#80).,미납회원 판정원천 미확정: PAY_STAT_CD(C-3 납입기준) vs MM010 회원상태(신규/장기미납) — 확인필요
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,MEMBER_DK,회원 (불변키),VARCHAR,N,DK,,회원 (불변키). ※비강제 FK→DIM_MEMBER,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,SPNSR_NO,후원번호(Q15),VARCHAR,N,,,후원번호(Q15).,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,SPNSR_BSNS_NO,"후원사업번호(회원별 약정 일련번호, Q15)","NUMBER(19,0)",N,,,"후원사업번호(회원별 약정 일련번호, Q15).",
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,SPONSORSHIP_SK,대리키,"NUMBER(38,0)",Y,FK,DIM_SPONSORSHIP.SPONSORSHIP_SK,대리키,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,CAMPAIGN_SK,대리키,"NUMBER(38,0)",Y,FK,DIM_CAMPAIGN.CAMPAIGN_SK,대리키,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,IS_MULTI_CAMPAIGN,참고용 투명성 플래그,BOOLEAN,Y,,,참고용 투명성 플래그.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,START_MONTH_KEY,START_MONTH_KEY,"NUMBER(6,0)",Y,,,START_MONTH_KEY.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,DSCNTC_MONTH_KEY,중단 월키 YYYYMM,"NUMBER(6,0)",Y,,,중단 월키 YYYYMM.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,SPNSR_AMT,SPNSR_AMT,"NUMBER(38,0)",Y,,,SPNSR_AMT.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_MBER_INFLOW_PATH_CD,대표캠페인의 모집채널 코드(MM293),"NUMBER(10,0)",Y,,,대표캠페인의 모집채널 코드(MM293). 코드id:MM293.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_MBER_INFLOW_PATH_NM,대표캠페인의 모집채널명(MM293 라벨),VARCHAR,Y,,,대표캠페인의 모집채널명(MM293 라벨) — 동결값,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CMPGN_CTGR_CD,대표캠페인의 카테고리 코드(MM294),"NUMBER(10,0)",Y,,,대표캠페인의 카테고리 코드(MM294). 코드id:MM294.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CMPGN_CTGR_NM,ACQ_CMPGN_CTGR_NM,VARCHAR,Y,,,ACQ_CMPGN_CTGR_NM. 코드id:MM294.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CMPGN_TYPE1_BSN,"대표캠페인 유형1 코드(MM295, 국내/통합/해외)","NUMBER(10,0)",Y,,,"대표캠페인 유형1 코드(MM295, 국내/통합/해외). 코드id:MM295.",
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CMPGN_TYPE1_NM,대표캠페인 유형1명(MM295 라벨),VARCHAR,Y,,,대표캠페인 유형1명(MM295 라벨) — 동결값,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CMPGN_TYPE2_BSN,"대표캠페인 유형2 코드(MM296, 굿즈/기타/사례/사업)","NUMBER(10,0)",Y,,,"대표캠페인 유형2 코드(MM296, 굿즈/기타/사례/사업). 코드id:MM296.",
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CMPGN_TYPE2_NM,대표캠페인 유형2명(MM296 라벨),VARCHAR,Y,,,대표캠페인 유형2명(MM296 라벨) — 동결값,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_MKTG_CMPGN_CD,ACQ_MKTG_CMPGN_CD,"NUMBER(10,0)",Y,,,ACQ_MKTG_CMPGN_CD.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_MKTG_CMPGN_NM,대표캠페인의 마케팅 캠페인명(Q16 라벨),VARCHAR,Y,,,대표캠페인의 마케팅 캠페인명(Q16 라벨) — 동결값,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CMMN_BRND,대표캠페인의 MM297 공통브랜드 코드,"NUMBER(10,0)",Y,,,대표캠페인의 MM297 공통브랜드 코드. 코드id:MM297.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CMMN_BRND_NM,대표캠페인의 MM297 공통브랜드명,VARCHAR,Y,,,대표캠페인의 MM297 공통브랜드명 — 동결값,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_MKTG_UTM,ACQ_MKTG_UTM,"NUMBER(10,0)",Y,,,ACQ_MKTG_UTM.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_MKTG_UTM_NM,ACQ_MKTG_UTM_NM,VARCHAR,Y,,,ACQ_MKTG_UTM_NM.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_SPNSR_DIV_CD,대표캠페인의 후원구분 코드(CM035),VARCHAR,Y,,,대표캠페인의 후원구분 코드(CM035). 코드id:CM035.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_SPNSR_DIV_NM,대표캠페인의 후원구분명(CM035 라벨),VARCHAR,Y,,,대표캠페인의 후원구분명(CM035 라벨) — 동결값,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CPR_DIV_CD,대표캠페인의 법인구분 코드(CM019),VARCHAR,Y,,,대표캠페인의 법인구분 코드(CM019). 코드id:CM019.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_CPR_DIV_NM,대표캠페인의 법인구분명(CM019 라벨),VARCHAR,Y,,,대표캠페인의 법인구분명(CM019 라벨) — 동결값,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_BRAND,대표캠페인의 브랜드명,VARCHAR,Y,,,대표캠페인의 브랜드명 — 동결값,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_PARENT_CAMPAIGN_NAME,ACQ_PARENT_CAMPAIGN_NAME,VARCHAR,Y,,,ACQ_PARENT_CAMPAIGN_NAME.,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,ACQ_PROMO_METHOD_NAME,대표캠페인의 홍보방법명(CM008 라벨),VARCHAR,Y,,,대표캠페인의 홍보방법명(CM008 라벨) — 동결값,
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_MEMBER_SPONSORSHIP_SPAN,회원×후원약정 기간 팩트,1약정,FACT,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,DATE_SK,발송일,"NUMBER(8,0)",N,FK,DIM_DATE.DATE_SK,발송일,
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,MEMBER_DK,발송 대상 회원 (불변키),VARCHAR,N,DK,,발송 대상 회원 (불변키),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SERVICE_SK,발송 서비스 유형 (FK→DIM_SERVICE),"NUMBER(38,0)",N,FK,DIM_SERVICE.SERVICE_SK,발송 서비스 유형 (FK→DIM_SERVICE),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,CAMPAIGN_SK,캠페인 (FK→DIM_CAMPAIGN),"NUMBER(38,0)",N,FK,DIM_CAMPAIGN.CAMPAIGN_SK,캠페인 (FK→DIM_CAMPAIGN),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_MEMBERS,「명」이 아니다,"NUMBER(38,0)",Y,,,「명」이 아니다 (#85).,
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SUCCESS_MEMBERS,성공수(명),"NUMBER(38,0)",Y,,,성공수(명) (#86). 코드id:MS282. [사유:산출보류],
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,FAIL_MEMBERS,실패수(명),"NUMBER(38,0)",Y,,,실패수(명) (#87). [사유:산출보류],
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,OPEN_MEMBERS,오픈(명) (overview · SND_MEMBER_OPEN_LOG 축약),"NUMBER(38,0)",Y,,,오픈(명) (overview · SND_MEMBER_OPEN_LOG 축약).,
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,LETTER_PART_MEMBERS,서신참여(명),"NUMBER(38,0)",Y,,,서신참여(명) (#88),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,LETTER_PART_CNT,서신참여(건),"NUMBER(18,4)",Y,,,서신참여(건) (#89),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,GIFT_PART_MEMBERS,선물금참여(명),"NUMBER(38,0)",Y,,,선물금참여(명) (#90),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,GIFT_PART_AMT,선물금참여(원),"NUMBER(18,2)",Y,,,선물금참여(원) (#91),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,D5_LETTER_PART_MEMBERS,+5일차 서신참여(명),"NUMBER(38,0)",Y,,,+5일차 서신참여(명) (#139),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,D5_LETTER_PART_CNT,+5일차 서신참여(건),"NUMBER(18,4)",Y,,,+5일차 서신참여(건) (#140),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,D5_GIFT_PART_MEMBERS,+5일차 선물금참여(명),"NUMBER(38,0)",Y,,,+5일차 선물금참여(명) (#141),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,D5_GIFT_PART_CNT,+5일차 선물금참여(건),"NUMBER(18,4)",Y,,,+5일차 선물금참여(건) (#142),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,D5_INCREASE_PART_MEMBERS,+5일차 증액참여(명),"NUMBER(38,0)",Y,,,+5일차 증액참여(명) (#143),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,D5_INCREASE_PART_CNT,+5일차 증액참여(건),"NUMBER(18,4)",Y,,,+5일차 증액참여(건) (#144),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,D5_STOP_MEMBERS,+5일차 중단(명),"NUMBER(38,0)",Y,,,+5일차 중단(명) (#145),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,D5_STOP_CNT,+5일차 중단(건),"NUMBER(18,4)",Y,,,+5일차 중단(건) (#146),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SERVICE_MEMBERS,서비스(명),"NUMBER(38,0)",Y,,,서비스(명) (#160),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SERVICE_CNT,서비스(건),"NUMBER(18,4)",Y,,,서비스(건) (#161),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_TITLE,제목,VARCHAR,Y,,,제목(#136),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_STATUS,발송상태,VARCHAR,Y,,,발송상태(#138),
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_STATUS2,발송상태2 (05 3-1),VARCHAR,Y,,,발송상태2 (05 3-1). [사유:처분 대기(문서50 §O59-P-1)],
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_TYPE,발송유형,VARCHAR,Y,,,발송유형.,
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,MAIL_RECEIVE_FLAG,메일수신여부,BOOLEAN,Y,,,메일수신여부. [사유:원천 미보유],
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,MEMBER_STOP_FLAG,결연회원 중단여부,BOOLEAN,Y,,,결연회원 중단여부. [사유:원천 미보유],
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_TYPE_SK,대리키,"NUMBER(38,0)",Y,FK,DIM_SEND_TYPE.SEND_TYPE_SK,대리키,
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_STATUS_GROUP,SEND_STATUS_GROUP,VARCHAR,Y,,,SEND_STATUS_GROUP. 코드id:MS282.,
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_STATUS_NAME,축A 라벨 (CRM_CODE 조인),VARCHAR,Y,,,축A 라벨 (CRM_CODE 조인).,
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_RESULT_CD,축B(통신사 결과) 코드 raw,VARCHAR,Y,,,축B(통신사 결과) 코드 raw.,
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_RESULT_GROUP,축B 코드군 ID,VARCHAR,Y,,,축B 코드군 ID. 코드id:MS283.,
FACT_MESSAGE_DISPATCH,메시지 발송 및 결과 팩트,1발송,FACT,SEND_RESULT_NAME,SEND_RESULT_NAME,VARCHAR,Y,,,SEND_RESULT_NAME.,
FACT_TARGET_MEMBER_DEV,회원개발 부문 목표 팩트,1목표,FACT,MONTH_KEY,월 conform 키 YYYYMM,"NUMBER(6,0)",N,,,월 conform 키 YYYYMM.,
FACT_TARGET_MEMBER_DEV,회원개발 부문 목표 팩트,1목표,FACT,ORG_SK,대리키,"NUMBER(38,0)",N,FK,DIM_ORG.ORG_SK,대리키,
FACT_TARGET_MEMBER_DEV,회원개발 부문 목표 팩트,1목표,FACT,DEV_TYPE,개발구분(conform),VARCHAR,N,,,개발구분(#121 conform) (#121).,
FACT_TARGET_MEMBER_DEV,회원개발 부문 목표 팩트,1목표,FACT,GOAL_CNT,GOAL_CNT,"NUMBER(18,4)",Y,,,GOAL_CNT (#3).,
FACT_TARGET_MEMBER_DEV,회원개발 부문 목표 팩트,1목표,FACT,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
FACT_TARGET_MEMBER_DEV,회원개발 부문 목표 팩트,1목표,FACT,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
FACT_TARGET_MEMBER_DEV,회원개발 부문 목표 팩트,1목표,FACT,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
FACT_TARGET_MEMBER_DEV,회원개발 부문 목표 팩트,1목표,FACT,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
FACT_TARGET_PROJECT,사업/프로젝트 목표 팩트,1목표,FACT,MONTH_KEY,월 conform 키 YYYYMM,"NUMBER(6,0)",N,,,월 conform 키 YYYYMM.,
FACT_TARGET_PROJECT,사업/프로젝트 목표 팩트,1목표,FACT,ORG_SK,조직 (FK→DIM_ORG),"NUMBER(38,0)",N,FK,DIM_ORG.ORG_SK,조직 (FK→DIM_ORG),
FACT_TARGET_PROJECT,사업/프로젝트 목표 팩트,1목표,FACT,SPONSORSHIP_SK,후원사업 (FK→DIM_SPONSORSHIP),"NUMBER(38,0)",N,FK,DIM_SPONSORSHIP.SPONSORSHIP_SK,후원사업 (FK→DIM_SPONSORSHIP),
FACT_TARGET_PROJECT,사업/프로젝트 목표 팩트,1목표,FACT,CAMPAIGN_SK,캠페인 (FK→DIM_CAMPAIGN),"NUMBER(38,0)",Y,FK,DIM_CAMPAIGN.CAMPAIGN_SK,캠페인 (FK→DIM_CAMPAIGN),
FACT_TARGET_PROJECT,사업/프로젝트 목표 팩트,1목표,FACT,ANNUAL_GOAL_CNT,연사업목표(건),"NUMBER(18,4)",Y,,,연사업목표(건) (#152),
FACT_TARGET_PROJECT,사업/프로젝트 목표 팩트,1목표,FACT,SUPP_GOAL_CNT,추경목표(건),"NUMBER(18,4)",Y,,,추경목표(건) (#153),
