테이블명,GRAIN,테이블유형,컬럼명,타입,NULLABLE,키,FK_타깃,설명,주의_제약(DDL)
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,DURATION_SEC,"NUMBER(9,0)",Y,,,광고 초수 (VIDEO 전용),
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,DAY_DIV,VARCHAR,Y,,,요일구분 평일/주말 (VIDEO 전용),
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,PRG_START_TIME,VARCHAR,Y,,,프로그램 시작시간 (VIDEO 전용),
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,CTV_DIV,VARCHAR,Y,,,CTV구분 (VIDEO 전용) 🔴[O51-F 실측] 채움이 **VIDEO 안에서도 소수**다. 커버리지를 모르고 비중·순위를 내면 결론이 뒤집힌다. 실측 규모는 이슈원장 §O51-F.,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,BRDC_DIV,VARCHAR,Y,,,방송구분 (REBRDC 전용) 🔴[O51-F 실측] 채움이 **REBROADCAST 안에서도 일부**다. 커버리지를 모르고 비중·순위를 내면 결론이 뒤집힌다. 실측 규모는 이슈원장 §O51-F.,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,AD_CNT,"NUMBER(38,0)",Y,,,광고횟수,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,CONV_CALL_CNT,"NUMBER(18,4)",Y,,,전환콜 (VIDEO 전용) — 인입콜과 별개 🔴🔴[O51-F 실측] **전건 NULL — 원천 자체가 비어 있다**(`BRONZE_AGENCY.VIDEO_AD_CMPGN_DTLS.CONV_CALL_CNT`). 결측이 아니라 **대행사가 항목을 보고하지 않는다**: 0 이나 '해당없음' 으로 대체 해석하지 말 것(P21). 필터 조건으로 쓰면 전건이 탈락한다. 🔴🔴종전 문서가 *「VIDEO 는 개발실적 대신 전환콜을 보고한다」* 고 적었으나 **그 컬럼도 원천에서 전건 비어 있다** — 즉 VIDEO 구간은 개발도 전환콜도 측정할 수 없다(AD-5 보강). REBROADCAST 원천에는 컬럼 자체가 없다. 실측 규모는 이슈원장 §O51-F.,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,DVLP_MEMBER_CNT,"NUMBER(18,4)",Y,,,개발회원수 (REBRDC 전용) — ⚠️GA 전환이 아님(O16 분리) ⚠️**REBROADCAST 전용** — 다른 원천 행은 개념 자체가 없어 NULL 이며 결측이 아니다. ⚠️GA 전환이 아니다(O16 분리) — 재방송 개발실적이다.,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,DVLP_CNT,"NUMBER(18,4)",Y,,,개발건수 (REBRDC 전용) — ⚠️GA 전환이 아님(O16 분리) ⚠️**REBROADCAST 전용** — 다른 원천 행은 개념 자체가 없어 NULL 이며 결측이 아니다. ⚠️GA 전환이 아니다(O16 분리) — 재방송 개발실적이다.,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,AD_VIEW_RT_SRC,"NUMBER(18,6)",Y,,,"광고시청률(대행사 산정) — 비가산 N, 재합산 금지. ⚠️**VIDEO 전용** — 다른 원천 행은 개념 자체가 없어 NULL 이며 결측이 아니다.",
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,CPC_SRC,"NUMBER(18,6)",Y,,,"CPC(대행사 산정) — 비가산 N, 재합산 금지. ⚠️**VIDEO 전용** — 다른 원천 행은 개념 자체가 없어 NULL 이며 결측이 아니다.",
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별,공통감사
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,PERF_FULL_DATE,DATE,Y,,,DIM_DATE.FULL_DATE — 실적일 일자,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,PERF_YEAR,"NUMBER(4,0)",Y,,,DIM_DATE.YEAR — 실적일 년,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,PERF_MONTH,"NUMBER(2,0)",Y,,,DIM_DATE.MONTH — 실적일 월,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,PERF_QUARTER,"NUMBER(1,0)",Y,,,DIM_DATE.QUARTER — 실적일 분기,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,PERF_IS_HOLIDAY,BOOLEAN,Y,,,"DIM_DATE.IS_HOLIDAY — 실적일 휴일여부 🔴🔴[O51-F 실측] **휴일축이 미주입이다 — 전건 `FALSE`.** `DIM_DATE.IS_HOLIDAY` 에 TRUE 가 하나도 없다. NULL 이 아니라 FALSE 라서 **집계가 성공한 것처럼 보이고**, 「휴일 대비 평일 성과」 질의가 **전건 평일**로 응답된다. ⇒ 이 컬럼으로 휴일 분석을 하지 말 것(기지 **HOL-1** — 공휴일 원천이 전 스키마에 없어 외부 입고 대기). 실측 규모는 이슈원장 §O51-F.",
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,CAMPAIGN_NAME,VARCHAR,Y,,,DIM_CAMPAIGN.CAMPAIGN_NAME — 캠페인명 🔴🔴[O51-F 실측] **전건 `'(미매핑)'` 센티넬** — NULL 이 아니라 **문자열**이라 GROUP BY 하면 단일 그룹이 생겨 **집계에 성공한 것처럼 보인다.** 원인 = `FACT_AD_PERFORMANCE.CAMPAIGN_SK` 의 실측값이 센티넬 하나뿐이다. ⇒ 이 컬럼으로 분해를 시도하지 말 것 — 「캠페인별」·「부서별」 요구에 **조용히 총계 1행**이 돌아온다. 🟢대안 = 마케팅캠페인 축(`MKTG_CAMPAIGN_SK`)은 살아 있다(O45) — 광고↔개발 결합은 그 grain 에서 한다. 실측 규모는 이슈원장 §O51-F.,
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,AD_MEDIA_NAME,VARCHAR,Y,,,"DIM_AD_CREATIVE.MEDIA_NAME — 매체명 🔴🔴[O51-F 실측] **이 뷰에서 전건 NULL** — 원인은 차원이 아니라 **팩트 FK 가 전건 센티넬**이다: `FACT_AD_PERFORMANCE.AD_CREATIVE_SK` 의 실측값이 센티넬 하나뿐이다. ⇒ **이 축으로는 분해가 불가능하다.** 차원 자체는 채워져 있다. 🔴🔴 원천에는 있는 축이다 — SILVER `AGENCY_AD_PERFORMANCE.MEDIA_CHANNEL_NM`·`CREATIVE_NM` 과 BRONZE 매체명은 **전건 채워져 있다.** GOLD 에서만 소실됐다 — 팩트 FK 가 0 하드코딩이다(기지 **P52·O38-C**, 연결키는 **Q10** 소관). 실측 규모는 이슈원장 §O51-F.",
WIDE_AD_BROADCAST,AD_PERF_DK,WIDE,AD_CREATIVE,VARCHAR,Y,,,"DIM_AD_CREATIVE.CREATIVE — 소재 🔴🔴[O51-F 실측] **이 뷰에서 전건 NULL** — 원인은 차원이 아니라 **팩트 FK 가 전건 센티넬**이다: `FACT_AD_PERFORMANCE.AD_CREATIVE_SK` 의 실측값이 센티넬 하나뿐이다. ⇒ **이 축으로는 분해가 불가능하다.** 차원 자체는 채워져 있다. 🔴🔴 원천에는 있는 축이다 — SILVER `AGENCY_AD_PERFORMANCE.MEDIA_CHANNEL_NM`·`CREATIVE_NM` 과 BRONZE 매체명은 **전건 채워져 있다.** GOLD 에서만 소실됐다 — 팩트 FK 가 0 하드코딩이다(기지 **P52·O38-C**, 연결키는 **Q10** 소관). 실측 규모는 이슈원장 §O51-F.",
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,AD_PERF_DK,VARCHAR,N,DK,,grain 1/2 · 광고성과 행 식별자 — 코어 WIDE_AD_PERFORMANCE 조인키(1:N),
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,CASE_SEQ,"NUMBER(2,0)",N,,,grain 2/2 · 사례 순번 1~3 (원천 CASE1~CASE3 언피벗축),
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,AD_SOURCE_TYPE,VARCHAR,Y,,,"광고 원천유형 — 본 뷰는 REBROADCAST 만 🔴[O51-F 실측] **단일값 REBROADCAST 뿐이다** — 본 뷰는 재방송 사례 전용이라 VIDEO 사례가 없다. GROUP BY 대상이 아니며, **이 뷰로 VIDEO 대비 재방송을 비교하면 재방송만 보고 결론을 낸다.** 원천유형 비교는 코어 `WIDE_AD_PERFORMANCE` 에서 한다. 실측 규모는 이슈원장 §O51-F.",
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,PERF_DATE_SK,"NUMBER(8,0)",N,,,광고 실적일 YYYYMMDD,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,BIZ_DIV,VARCHAR,Y,,,사례 사업구분,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,FAMILY_TYPE,VARCHAR,Y,,,사례 가족유형,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,APPEAL_POINT,VARCHAR,Y,,,사례 어필포인트,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,CASE_DIV,VARCHAR,Y,,,사례구분,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,RT_TYPE,VARCHAR,Y,,,RT(재방송)유형 — 위성 FAD_B 에서 동반,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,PROGRAM_NM,VARCHAR,Y,,,프로그램/편성명 — 위성 FAD_B 에서 동반,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,CHANNEL_COMPANY,VARCHAR,Y,,,채널사 — 위성 FAD_B 에서 동반,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,BROADCAST_DATE,DATE,Y,,,송출일 — 위성 FAD_B 에서 동반,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별,공통감사
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,PERF_FULL_DATE,DATE,Y,,,DIM_DATE.FULL_DATE — 실적일 일자,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,PERF_YEAR,"NUMBER(4,0)",Y,,,DIM_DATE.YEAR — 실적일 년,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,PERF_MONTH,"NUMBER(2,0)",Y,,,DIM_DATE.MONTH — 실적일 월,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,PERF_QUARTER,"NUMBER(1,0)",Y,,,DIM_DATE.QUARTER — 실적일 분기,
WIDE_AD_BROADCAST_CASE,AD_PERF_DK×CASE_SEQ,WIDE,CAMPAIGN_NAME,VARCHAR,Y,,,DIM_CAMPAIGN.CAMPAIGN_NAME — 캠페인명 🔴🔴[O51-F 실측] **전건 `'(미매핑)'` 센티넬** — NULL 이 아니라 **문자열**이라 GROUP BY 하면 단일 그룹이 생겨 **집계에 성공한 것처럼 보인다.** 원인 = `FACT_AD_PERFORMANCE.CAMPAIGN_SK` 의 실측값이 센티넬 하나뿐이다. ⇒ 이 컬럼으로 분해를 시도하지 말 것 — 「캠페인별」·「부서별」 요구에 **조용히 총계 1행**이 돌아온다. 실측 규모는 이슈원장 §O51-F.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,AD_PERF_DK,VARCHAR,N,DK,,행 식별자(GRAIN·PK) MD5(AD_SOURCE_TYPE|ROW_HASH|DUP_SEQ). 위성 3종 조인키. 발급지점=SILVER.AGENCY_AD_ROW_* (DEC-11),
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,PERF_DATE_SK,"NUMBER(8,0)",N,,,"실적일 (분석축, FK→DIM_DATE)",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CAMPAIGN_SK,"NUMBER(38,0)",N,,,"캠페인 (분석축, FK→DIM_CAMPAIGN). ⚠️현재 0 스캐폴드 — Q10 이름매칭 대기",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,MKTG_CAMPAIGN_SK,"NUMBER(38,0)",Y,,,[O45] 마케팅캠페인 대리키 (FK→DIM_MARKETING_CAMPAIGN). 광고↔CRM 결합축. 🔴미도달 행은 0(미매핑) 버킷이며 이 버킷을 「미집행」으로 읽지 말 것 — 도달률 실측은 이슈원장 §O45. 🔴개발캠페인(CAMPAIGN_SK) grain 결합 금지 — 광고비가 대규모로 팬아웃한다(배수 실측 = 이슈원장 §O45).,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,AD_CREATIVE_SK,"NUMBER(38,0)",N,,,"광고소재/매체 (분석축, FK→DIM_AD_CREATIVE). ⚠️현재 0 스캐폴드 — 부분키 매칭 설계 대기",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,DEVICE_SK,"NUMBER(38,0)",N,,,"디바이스 (분석축, FK→DIM_DEVICE). DEC-10 실배선: 실기기 해시SK / 방송=(해당없음) / 미매핑=0",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,AD_COST,"NUMBER(18,2)",Y,,,광고비(원) (#6). 원천별 컬럼 상이 — COST_TYPE 은 SILVER 보유,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,IMPRESSIONS,"NUMBER(38,0)",Y,,,노출수 (#23). DIGITAL 전용(방송 원천 부재),
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CLICKS,"NUMBER(38,0)",Y,,,"클릭수(행동 횟수, ≠회원명) (#24). DIGITAL 전용. CTR 분자 공#9",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,INBOUND_CALL,"NUMBER(38,0)",Y,,,"인입콜 (#25). REBRDC(TEXT→TRY_TO_NUMBER)·VIDEO 보유, DGT 부재",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,GA_CONV_MEMBERS,"NUMBER(38,0)",Y,,,GA전환수(명) — **DIGITAL 전용**. ⚠️O16 교정(2026-07-28): 종전에 REBRDC 개발회원수가 혼입돼 있었다 — 재방송 개발실적은 FACT_AD_BROADCAST.DVLP_MEMBER_CNT 로 이관했다. 혼입 규모 = 이슈원장 §O16.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,GA_CONV_CNT,"NUMBER(18,4)",Y,,,GA전환수(건/VU) — **DIGITAL 전용**. ⚠️O16 교정(2026-07-28): 종전에 REBRDC 개발건수가 혼입돼 있었고 그 비중이 과반이었다 → FACT_AD_BROADCAST.DVLP_CNT 로 이관. 혼입 규모 = 이슈원장 §O16. ⚠️합계가 소수로 나오므로 건수가 아니다 — 어의 현업확인 잔여(O5).,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,DAY_OF_WEEK,VARCHAR,Y,,,"요일 (degen, AD_DATE 파생)",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,WEEK_OF_YEAR,"NUMBER(2,0)",Y,,,"주차 (degen, AD_DATE 파생)",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,AD_SOURCE_TYPE,VARCHAR,Y,,,광고유형 DIGITAL/VIDEO/REBROADCAST (degen). 출처 명시축(DEC-8·§3-A-4) — DW_SOURCE_SYSTEM(시스템 출처)과 2단 추적. DEVICE_TYPE=(해당없음) 행의 방송 여부 판별 수단,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,PAGE_TYPE,VARCHAR,Y,,,페이지유형 ← DGT.PAGE_TYPE_NM ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,AD_GROUP_NM,VARCHAR,Y,,,광고그룹명 ← DGT.AD_GRP_NM ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,GROUP_DIV,VARCHAR,Y,,,그룹구분 ← DGT.GRP_DIV_NM ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CREATIVE_TYPE,VARCHAR,Y,,,소재유형 ← DGT.MATR_TY_NM ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,AD_TYPE_NM,VARCHAR,Y,,,광고유형명(대행사 표기) ← DGT.AD_TY_NM. ⚠️코어 AD_SOURCE_TYPE(원천 출처축 DIGITAL/VIDEO/REBROADCAST)과 다른 개념 ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,READ_CNT,"NUMBER(38,0)",Y,,,읽음수 ← DGT.READ_CNT (가산) ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,MEDIA_POTENTIAL_CUST_CNT,"NUMBER(38,0)",Y,,,매체 잠재고객수 ← DGT.MEDIA_PTNT_CUST_CNT (가산) ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CRM_DEV_CNT,"NUMBER(18,4)",Y,,,CRM 개발건수 ← DGT.CRM_DVLP_CNT (가산) ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CTR_SRC,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CTR ← DGT.CTR. DW 재계산=CLICKS/IMPRESSIONS ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CVR_SRC,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CVR ← DGT.CVR. DW 재계산=GA_CONV_MEMBERS/CLICKS (O5 확정) ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CPC_SRC,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CPC ← DGT.CPC. DW 재계산=AD_COST/CLICKS ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CPM_SRC,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CPM ← DGT.CPM. DW 재계산=AD_COST/IMPRESSIONS×1000 ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CPA_SRC,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 CPA ← DGT.CPA. DW 재계산=AD_COST/GA_CONV_CNT ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,DEV_UNIT_PRICE_SRC,"NUMBER(18,2)",Y,,,[비가산 N] 대행사 산정 개발단가 ← DGT.DEV_UNIT_PRICE. DW 재계산=AD_COST/개발건수 ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,VTR_SRC,"NUMBER(18,6)",Y,,,[비가산 N] 대행사 산정 VTR ← DGT.VTR. base 부재로 재계산 불가(대조 대상 아닌 유일값) ⚠️[WIDE_AD_COMBINED] 디지털 원천 전용 컬럼이다 — 방송행(AD_SOURCE_TYPE 이 디지털이 아닌 행)은 **NULL 이며 그것은 결측이 아니라 원천 부재**다(위성 완전분할). 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,TIME_BAND,VARCHAR,Y,,,시간대 ← VIDEO.TIME_RNG / REBRDC.TIME_RNG_DIV_NM(1순위)·BRDC_TIME(대체). 코어에서 이관(종전 CAST(NULL) 하드코딩) ⚠️[WIDE_AD_COMBINED] 방송 원천 전용 컬럼이다 — 디지털행은 **NULL 이며 결측이 아니라 원천 부재**다. 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CM_POSITION,VARCHAR,Y,,,CM위치 ← VIDEO.CM_AREA [VIDEO 전용]. 코어에서 이관 ⚠️[WIDE_AD_COMBINED] 방송 원천 전용 컬럼이다 — 디지털행은 **NULL 이며 결측이 아니라 원천 부재**다. 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,RT_TYPE,VARCHAR,Y,,,RT(재방송)유형 ← REBRDC.RE_BRDC_TY_NM [REBRDC 전용]. 코어에서 이관 ⚠️[WIDE_AD_COMBINED] 방송 원천 전용 컬럼이다 — 디지털행은 **NULL 이며 결측이 아니라 원천 부재**다. 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,AD_START_TIME,VARCHAR,Y,,,"광고시작시간 ← VIDEO.AD_STRT_TIME [VIDEO 전용]. 코어에서 이관 🔴🔴[WIDE_AD_COMBINED] **VIDEO(본방송) 전용이다** — 재방송(REBRDC) 원천에는 이 컬럼이 **아예 없다**(BRONZE `REBRDC_AD_CMPGN_DTLS` 에 시각 컬럼 부재 · 보유 항목은 방송시간·방송월뿐). 따라서 재방송행의 NULL 은 적재 지연이 아니라 **해당 없음**이다(P20 3분류). 시각 기반 분석은 VIDEO 로 스코프하고, 재방송을 포함한 시간대 분석은 TIME_BAND 를 쓸 것. 전용축 판정 근거 = 이슈원장 §429.",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,AD_END_TIME,VARCHAR,Y,,,"광고종료시간 ← VIDEO.AD_END_TIME [VIDEO 전용]. 신규 노출 🔴🔴[WIDE_AD_COMBINED] **VIDEO(본방송) 전용이다** — 재방송(REBRDC) 원천에는 이 컬럼이 **아예 없다**(BRONZE `REBRDC_AD_CMPGN_DTLS` 에 시각 컬럼 부재 · 보유 항목은 방송시간·방송월뿐). 따라서 재방송행의 NULL 은 적재 지연이 아니라 **해당 없음**이다(P20 3분류). 시각 기반 분석은 VIDEO 로 스코프하고, 재방송을 포함한 시간대 분석은 TIME_BAND 를 쓸 것. 전용축 판정 근거 = 이슈원장 §429.",
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,BROADCAST_DATE,DATE,Y,,,송출일 ← VIDEO.BRDC_DATE / REBRDC.DATE. ⚠️코어 PERF_DATE_SK(실적일)와 구분. 코어에서 이관 🔴[WIDE_AD_COMBINED] **송출일이며 코어의 실적일(PERF_DATE_SK)과 다른 축**이다 — 둘을 같은 시간축으로 섞지 말 것. 🟢본방송(VIDEO)·재방송(REBRDC) **양 원천 모두에 있다**(BRONZE `VIDEO_AD_CMPGN_DTLS.BRDC_DATE` · `REBRDC_AD_CMPGN_DTLS.DATE`) — 같은 방송 위성의 시각 3컬럼(AD_START_TIME·AD_END_TIME·PRG_START_TIME)이 VIDEO 전용인 것과 **다르다**. ⇒ 재방송을 포함한 **일자 단위** 방송 분석은 이 컬럼으로 가능하다. 디지털행은 원천 부재로 NULL.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,PROGRAM_NM,VARCHAR,Y,,,프로그램/편성명 ← VIDEO.SCHDL_NM / REBRDC.BRDC_NM ⚠️[WIDE_AD_COMBINED] 방송 원천 전용 컬럼이다 — 디지털행은 **NULL 이며 결측이 아니라 원천 부재**다. 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CHANNEL_COMPANY,VARCHAR,Y,,,채널사 ← VIDEO.CHNNL_NM / REBRDC.CHNNL_CMPNY ⚠️[WIDE_AD_COMBINED] 방송 원천 전용 컬럼이다 — 디지털행은 **NULL 이며 결측이 아니라 원천 부재**다. 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,CHANNEL_COMPANY_TYPE,VARCHAR,Y,,,채널사유형 ← VIDEO.CHNNL_CMPNY_TY_NM [VIDEO 전용] ⚠️[WIDE_AD_COMBINED] 방송 원천 전용 컬럼이다 — 디지털행은 **NULL 이며 결측이 아니라 원천 부재**다. 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
WIDE_AD_COMBINED,AD_PERF_DK,WIDE,SPOT_TYPE,VARCHAR,Y,,,SPOT유형 ← VIDEO.SPOT_TY [VIDEO 전용] ⚠️[WIDE_AD_COMBINED] 방송 원천 전용 컬럼이다 — 디지털행은 **NULL 이며 결측이 아니라 원천 부재**다. 혼합 집계 전에 AD_SOURCE_TYPE 으로 스코프할 것.,
