# 생성기: scripts/gen_metric_gold_mapping.py | 측정일: 2026-08-10
# 본 파일은 자동 생성물입니다. 직접 수정 금지 — 생성기 scripts/gen_metric_gold_mapping.py 수정 후 재실행하세요.

## 지표 → GOLD 매핑 (215)
지표#,구분,지표명,유형,소스,단위,GOLD_배속,GOLD_매핑(물리컬럼/SV base),SILVER_원천,BRONZE_원천,정본_계산식,상태,상태_근거
공147,공통,공통캠페인,dimension,CRM,코드,DIM_CAMPAIGN,DIM_CAMPAIGN,CRM_CAMPAIGN.CMPGN_NM,TC_CMMN_DTL_CD;TM_CM_BRND_MNG;TM_CM_CMPGN_MNG;TM_CM_MKTNG_CMPGN_MNG,,OK,"추정: 배속 차원 `DIM_CAMPAIGN` 36,144행 실재 — 대응 물리 컬럼 미특정"
공148,공통,개발(명),measure,CRM,명,FME→FMM,FME→FMM.DEV_MEMBERS,CRM_MEMBER_DEV.DVLP_DIV_CD,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_DVLP_AMT,,PARTIAL,"실측: `FACT_MEMBER_EVENT.DEV_MEMBERS` 비영 2,291,878/4,633,105 (49.5%) · 채움률 95% 미만"
공149,공통,개발(건),measure,CRM,건,FME→FMM,FME→FMM.DEV_CNT,CRM_MEMBER_DEV.DVLP_DIV_CD,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_DVLP_AMT,,PARTIAL,"실측: `FACT_MEMBER_EVENT.DEV_CNT` 비영 2,291,878/4,633,105 (49.5%) · 채움률 95% 미만"
공150,공통,증액(명),measure,CRM,명,FME→FMM,FME→FMM.INCREASE_MEMBERS,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,,WAIT,실측: `FACT_MEMBER_MONTHLY.INCREASE_MEMBERS` 전건 0 — 설계O·값 미주입
공151,공통,증액(건),measure,CRM,건,FME→FMM,FME→FMM.INCREASE_CNT,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,,WAIT,실측: `FACT_MEMBER_MONTHLY.INCREASE_CNT` 전건 0 — 설계O·값 미주입
공152,공통,연사업목표(건),measure,CRM,건,FTG-B,FTG-B (measure — 컬럼 06_DDL.sql 확인),CRM_BIZ_TARGET.MONTH_KEY,,,WAIT,추정: 원천 미입고(E-6 CRM 사업목표) — `FACT_TARGET_BIZ` 0행
공153,공통,추경목표(건),measure,CRM,건,FTG-B,FTG-B (measure — 컬럼 06_DDL.sql 확인),CRM_BIZ_TARGET.MONTH_KEY,,,WAIT,추정: 원천 미입고(E-6 CRM 사업목표) — `FACT_TARGET_BIZ` 0행
공154,공통,연사업누계목표(건),measure,CRM,건,FTG-B,FTG-B (measure — 컬럼 06_DDL.sql 확인),CRM_BIZ_TARGET.MONTH_KEY,,,WAIT,추정: 원천 미입고(E-6 CRM 사업목표) — `FACT_TARGET_BIZ` 0행
공155,공통,추경누계목표(건),measure,CRM,건,FTG-B,FTG-B (measure — 컬럼 06_DDL.sql 확인),CRM_BIZ_TARGET.MONTH_KEY,,,WAIT,추정: 원천 미입고(E-6 CRM 사업목표) — `FACT_TARGET_BIZ` 0행
공156,공통,활동(명),measure,CRM,명,FMM,FMM.ACTIVE_MEMBERS,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,,WAIT,실측: `FACT_MEMBER_MONTHLY.ACTIVE_MEMBERS` 전건 0 — 설계O·값 미주입
공157,공통,활동(건),measure,CRM,건,FMM,FMM.ACTIVE_CNT,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,,WAIT,실측: `FACT_MEMBER_MONTHLY.ACTIVE_CNT` 전건 0 — 설계O·값 미주입
공158,공통,활동누계(명),measure,CRM,명,FMM,FMM (measure — 컬럼 06_DDL.sql 확인),CRM_PAYMENT_BILLING.PAY_DE,TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
공159,공통,활동누계(건),measure,CRM,건,FMM,FMM.ACTIVE_CUM_CNT,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,,WAIT,실측: `FACT_MEMBER_MONTHLY.ACTIVE_CUM_CNT` 전건 0 — 설계O·값 미주입
공160,공통,서비스(명),measure,CRM,명,FSE,FSE (measure — 컬럼 06_DDL.sql 확인),CRM_SEND_MEMBER.SNDNG_DE,SND_MEMBER_LIST;TD_MS_EMAIL_SNDNG_DTLS;TD_MS_MSG_AT_SNDNG_DTLS;TD_MS_PSTMTR_SNDNG_DTL,,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
공161,공통,서비스(건),measure,CRM,건,FSE,FSE (measure — 컬럼 06_DDL.sql 확인),CRM_SEND_MEMBER.SNDNG_DE,SND_MEMBER_LIST;TD_MS_EMAIL_SNDNG_DTLS;TD_MS_MSG_AT_SNDNG_DTLS;TD_MS_PSTMTR_SNDNG_DTL,,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
공162,공통,중단사유,dimension,CRM,코드,DIM_REASON,DIM_REASON,CRM_CODE.DTL_CD_ID,TC_CMMN_DTL_CD,,OK,"추정: 배속 차원 `DIM_REASON` 5,839행 실재 — 대응 물리 컬럼 미특정"
신1,개발,개발캠페인별 납입회비(원),measure,CRM,원,FMM,FMM (measure — 컬럼 06_DDL.sql 확인),CRM_PAYMENT_BILLING.PAY_DE,TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,캠페인 가입 이후 납입하는 회비,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신2,개발,개발캠페인별 유지기간(개월),derived,CRM,기간,SV,"SV metric — 분자: DATEDIFF(조회일, JOIN_DATE)",,,고유ID(회원번호×캠페인가입일×후원사업×캠페인명) 기준 매칭되는 캠페인가입일로부터 조회기준일까지의 총 개월수,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신3,개발,개발캠페인별 유지기간(년),derived,CRM,기간,SV,SV metric — 분자: DATEDIFF(년),,,고유ID(회원번호×캠페인가입일×후원사업×캠페인명) 기준 매칭되는 캠페인가입일로부터 조회기준일까지의 총 년수,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신4,개발,평균 유지기간(개월),derived,CRM,기간,SV,SV metric — 분자: Σ(유지기간×DEV_MEMBERS) / 분모: DEV_MEMBERS(총),CRM_MEMBER_DEV.DVLP_DIV_CD,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_DVLP_AMT,{(개발캠페인별 유지기간×해당 유지기간 총 회원수)의 합} / 캠페인 가입한 총 회원수,PARTIAL,"실측: `FACT_MEMBER_EVENT.DEV_MEMBERS` 비영 2,291,878/4,633,105 (49.5%) · 채움률 95% 미만"
신5,개발,평균 유지기간(년),derived,CRM,기간,SV,SV metric — 분자: 〃 / 분모: 〃,,,{(개발캠페인별 유지기간×해당 유지기간 총 회원수)의 합} / 캠페인 가입한 총 회원수,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신6,개발,개발캠페인별 이탈율(%),derived,CRM,%,SV,SV metric — 분자: 유지 cohort 회원수 / 분모: DEV_MEMBERS(누적가입),,,N개월 시점에 캠페인 가입유지중인 회원수 / N개월까지 가입한 회원수,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신7,개발,n개월 유지율(%),derived,CRM,%,SV,SV metric — 분자: 유지 cohort 회원수 / 분모: DEV_MEMBERS,,,(N개월 시점에 캠페인 가입유지중인 회원수 / N개월까지 가입한 회원수) × 100,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신8,개발,LTV(원),derived,CRM,원,SV,SV metric — 분자: AVG(PAID_FEE/member) / 분모: 평균기간(신4),,,평균 납입회비 × 평균 활동 기간,OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신9,개발,캠페인별 개발단가(원),derived,AGENCY,원,SV,SV metric — 분자: PLAN_BUDGET_* 또는 AD_COST(AGENCY 편성비) / 분모: DEV_CNT[신규],,,광고비(편성비) 비용 / 신규 획득 개발 건수,PARTIAL,추정: AGENCY 원천 계통(소재 연결키 Q10) — 물리 컬럼 미특정
신10,개발,매체별 개발단가(원),derived,ERP,원,SV,SV metric — 분자: FUNDRAISING_COST / 분모: DEV_CNT[신규],ERP_BUDGET.EXEC_AMT,BDGT_ACMSLT_LEDGER,ERP 모금성 비용 / 신규 획득 개발 건수,WAIT,실측: `FACT_BUDGET.FUNDRAISING_COST` 전건 0 — 설계O·값 미주입
신11,개발,캠페인별 ROI(%),derived,복합,%,SV,SV metric — 분자: PAID_FEE(또는 LTV) − 비용 / 분모: 비용(FBD),CRM_PAYMENT_BILLING.PAY_AMT,TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,(총 수익−총 비용) / 총 비용 × 100,PARTIAL,"실측: `FACT_MEMBER_MONTHLY.PAID_FEE` 비영 36,089,538/40,054,883 (90.1%) · 채움률 95% 미만"
신12,활동,캠페인별 활동율(%),derived,CRM,%,SV,SV metric — 분자: ACTIVE_CNT / 분모: DEV_CNT(YTD)+YEAR_START_ACTIVE_CNT,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,캠페인별 활동건 / (캠페인별 개발누계건 + 캠페인별 연도초활동건),WAIT,실측: `FACT_MEMBER_MONTHLY.ACTIVE_CNT` 전건 0 — 설계O·값 미주입
신13,활동,연도별 캠페인 활동율(%),derived,CRM,%,SV,SV metric — 분자: ACTIVE_CNT / 분모: DEV_CNT(YTD)+YEAR_START_ACTIVE_CNT,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,조회시점 기준 캠페인 활동건 / (캠페인 개발누계건 + 캠페인 연도초활동건),WAIT,실측: `FACT_MEMBER_MONTHLY.ACTIVE_CNT` 전건 0 — 설계O·값 미주입
신14,활동,납입방식 활동율(%),derived,CRM,%,SV,SV metric — 분자: ACTIVE_CNT / 분모: DEV_CNT(YTD)+YEAR_START_ACTIVE_CNT,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,캠페인별 납입방식 활동건 / (캠페인별 납입방식 개발누계건 + 캠페인별 납입방식 연도초활동건),WAIT,실측: `FACT_MEMBER_MONTHLY.ACTIVE_CNT` 전건 0 — 설계O·값 미주입
신15,중단,캠페인별 중단율(%),derived,CRM,%,SV,SV metric — 분자: STOP_CNT / 분모: DEV_CNT+YEAR_START_ACTIVE_CNT,CRM_MEMBER_DEV.DVLP_DIV_CD,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_DVLP_AMT,캠페인별 중단(건) / (캠페인별 개발(건) + 캠페인별 연도초활동회원(건)),PARTIAL,"실측: `FACT_MEMBER_MONTHLY.STOP_CNT` 비영 972,376/40,054,883 (2.4%) · 채움률 95% 미만"
신16,중단,연도별 캠페인 중단율(%),derived,CRM,%,SV,SV metric — 분자: STOP_CNT / 분모: DEV_CNT+PREV_MONTH_END_ACTIVE_CNT,CRM_MEMBER_DEV.DVLP_DIV_CD,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_DVLP_AMT,조회시점 기준 캠페인 중단(건) / (캠페인 개발(건) + 캠페인 전월말활동회원(건)),PARTIAL,"실측: `FACT_MEMBER_MONTHLY.STOP_CNT` 비영 972,376/40,054,883 (2.4%) · 채움률 95% 미만"
신17,중단,캠페인별 누계중단율(%),derived,CRM,%,SV,SV metric — 분자: STOP_CNT(YTD) / 분모: DEV_CNT(YTD)+YEAR_START_ACTIVE_CNT,CRM_MEMBER_DEV.DVLP_DIV_CD,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_DVLP_AMT,캠페인별 누계중단(건) / (캠페인별 누계개발(건) + 캠페인별 연도초활동회원(건)),PARTIAL,"실측: `FACT_MEMBER_MONTHLY.STOP_CNT` 비영 972,376/40,054,883 (2.4%) · 채움률 95% 미만"
신18,중단,연도별 캠페인 신규 중단율(%),derived,CRM,%,SV,SV metric — 분자: STOP_CNT(YTD) / 분모: DEV_CNT(YTD),CRM_MEMBER_DEV.DVLP_DIV_CD,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_DVLP_AMT,조회시점 기준 캠페인 누계중단(건) / 캠페인별 누계개발(건),PARTIAL,"실측: `FACT_MEMBER_MONTHLY.STOP_CNT` 비영 972,376/40,054,883 (2.4%) · 채움률 95% 미만"
신19,중단,납입방식 중단율(%),derived,CRM,%,SV,SV metric — 분자: STOP_CNT / 분모: DEV_CNT+YEAR_START_ACTIVE_CNT,CRM_MEMBER_DEV.DVLP_DIV_CD,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_DVLP_AMT,캠페인별 납입방식 중단(건) / (캠페인별 납입방식 개발(건) + 캠페인별 연도초활동회원(건)),PARTIAL,"실측: `FACT_MEMBER_MONTHLY.STOP_CNT` 비영 972,376/40,054,883 (2.4%) · 채움률 95% 미만"
신20,이탈,캠페인별 이탈(건),measure,CRM,건,FMM,FMM.CHURN_CNT,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,"후원취소 및 감액한 후원사업의 금액 / 10,000",WAIT,실측: `FACT_MEMBER_MONTHLY.CHURN_CNT` 전건 0 — 설계O·값 미주입
신21,이탈,캠페인별 이탈율(%),derived,CRM,%,SV,SV metric — 분자: CHURN_CNT / 분모: DEV_CNT,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,캠페인별 이탈(건) / 캠페인별 개발(건),WAIT,실측: `FACT_MEMBER_MONTHLY.CHURN_CNT` 전건 0 — 설계O·값 미주입
신22,납입,캠페인별 납입율(%),derived,CRM,%,SV,SV metric — 분자: PAID_FEE / 분모: MONTH_END_ACTIVE_CNT ×10000,CRM_PAYMENT_BILLING.PAY_AMT,TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,"캠페인별 활동회원의 월 납입회비 / (캠페인별 월말활동회원건 × 10,000)",PARTIAL,"실측: `FACT_MEMBER_MONTHLY.PAID_FEE` 비영 36,089,538/40,054,883 (90.1%) · 채움률 95% 미만"
신23,납입,연도별 캠페인별 납입율(%),derived,CRM,%,SV,SV metric — 분자: PAID_FEE / 분모: MONTH_END_ACTIVE_CNT ×10000,CRM_PAYMENT_BILLING.PAY_AMT,TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,"조회시점 기준 캠페인별 활동회원의 월 납입회비 / (캠페인별 월말활동회원건 × 10,000)",PARTIAL,"실측: `FACT_MEMBER_MONTHLY.PAID_FEE` 비영 36,089,538/40,054,883 (90.1%) · 채움률 95% 미만"
신24,납입,캠페인별 누계 납입율(%),derived,CRM,%,SV,SV metric — 분자: PAID_FEE(YTD) / 분모: MONTH_END_ACTIVE_CNT ×10000,CRM_PAYMENT_BILLING.PAY_AMT,TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,"캠페인별 활동회원 월 누계납입회비 / (캠페인별 월말활동회원건 × 10,000)",PARTIAL,"실측: `FACT_MEMBER_MONTHLY.PAID_FEE` 비영 36,089,538/40,054,883 (90.1%) · 채움률 95% 미만"
신25,납입,연도별 캠페인 누계납입율(%),derived,CRM,%,SV,SV metric — 분자: PAID_FEE(YTD) / 분모: MONTH_END_ACTIVE_CNT ×10000,CRM_PAYMENT_BILLING.PAY_AMT,TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,"조회시점 기준 캠페인별 활동회원 월 누계납입회비 / (캠페인별 월말활동회원건 × 10,000)",PARTIAL,"실측: `FACT_MEMBER_MONTHLY.PAID_FEE` 비영 36,089,538/40,054,883 (90.1%) · 채움률 95% 미만"
신26,납입,캠페인별 납입회비 구성비(%),derived,CRM,%,SV,SV metric — 분자: PAID_FEE(캠페인) / 분모: PAID_FEE(전체),CRM_PAYMENT_BILLING.PAY_AMT,TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,캠페인별 납입회비 / 총 납입회비 금액 × 100,PARTIAL,"실측: `FACT_MEMBER_MONTHLY.PAID_FEE` 비영 36,089,538/40,054,883 (90.1%) · 채움률 95% 미만"
신27,미납,캠페인별 미납율(%),derived,CRM,%,SV,SV metric — 분자: CAMPAIGN_UNPAID_CNT ×10000 / 분모: MONTH_END_ACTIVE_CNT ×10000,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,"캠페인별 활동회원의 월 미납회비 / (캠페인별 월말활동회원건 × 10,000)",WAIT,실측: `FACT_MEMBER_MONTHLY.CAMPAIGN_UNPAID_CNT` 전건 0 — 설계O·값 미주입
신28,미납,연도별 캠페인 미납율(%),derived,CRM,%,SV,SV metric — 분자: CAMPAIGN_UNPAID_CNT ×10000 / 분모: MONTH_END_ACTIVE_CNT ×10000,CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,"조회시점 기준 캠페인별 활동회원의 월 미납회비 / (캠페인별 월말활동회원건 × 10,000)",WAIT,실측: `FACT_MEMBER_MONTHLY.CAMPAIGN_UNPAID_CNT` 전건 0 — 설계O·값 미주입
신29,미납,캠페인별 미납회비 구성비(%),derived,CRM,%,SV,SV metric — 분자: CAMPAIGN_UNPAID_CNT(캠페인) / 분모: CAMPAIGN_UNPAID_CNT(전체),CRM_MEMBER;CRM_MEMBER_AMT_CHANGE;CRM_PAYMENT_BILLING,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_INFO;TM_MM_FDRM_MBER_IRSD;TM_MM_ONCE_MBER_INFO;TM_PM_DNTN_DTLS;TM_PM_MBRFEE_ACMSLT,캠페인별 미납회비 / 총 미납회비 금액 × 100,WAIT,실측: `FACT_MEMBER_MONTHLY.CAMPAIGN_UNPAID_CNT` 전건 0 — 설계O·값 미주입
신30,서비스,서비스별 발송율(%),derived,CRM,%,SV,SV metric — 분자: SEND_MEMBERS / 분모: 전체회원수(명),CRM_SEND_REQUEST.SNDNG_TY_CD,SND_REQ_MST;TM_MS_EMAIL_SNDNG;TM_MS_MSG_AT_SNDNG;TM_MS_PSTMTR_SNDNG,서비스별 발송수(명) / 전체회원수(명) × 100,OK,"실측: `FACT_SERVICE_EVENT.SEND_MEMBERS` 비영 38,470,780/38,470,780 (100.0%)"
신31,서비스,발송대비 수신율(%),derived,CRM,%,SV,SV metric — 분자: SUCCESS_MEMBERS / 분모: SEND_MEMBERS,CRM_SEND_REQUEST.SNDNG_TY_CD,SND_REQ_MST;TM_MS_EMAIL_SNDNG;TM_MS_MSG_AT_SNDNG;TM_MS_PSTMTR_SNDNG,발송성공수(명) / 발송수(명) × 100,WAIT,실측: `FACT_SERVICE_EVENT.SUCCESS_MEMBERS` 전건 0 — 설계O·값 미주입
신32,서비스,발송대비 클릭율(%),derived,복합,%,SV,"SV metric — 분자: GA 클릭회원(명, distinct) / 분모: SEND_MEMBERS",,,클릭수(명) / 발송수(명) × 100,PARTIAL,추정: GA↔CRM identity 브리지 의존 — 물리 컬럼 미특정
신33,서비스,클릭대비 전환율(%),derived,복합,%,SV,SV metric — 분자: DEV_MEMBERS / 분모: GA 클릭회원(명),CRM_MEMBER_DEV.DVLP_DIV_CD,TC_CMMN_DTL_CD;TM_MM_FDRM_MBER_DVLP_AMT,개발회원(명) / 서비스 클릭수(명) × 100,PARTIAL,"실측: `FACT_MEMBER_EVENT.DEV_MEMBERS` 비영 2,291,878/4,633,105 (49.5%) · GA↔CRM identity 커버리지 종속"
신34,서비스,서비스별 증액율(%),derived,CRM,%,SV,SV metric — 분자: D5_INCREASE_PART_(MEMBERS/CNT) / 분모: SUCCESS_MEMBERS,,,"(증액 회원수(명,건) / 서비스별 발송 성공회원(명,건)) × 100",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신35,서비스,서비스별 증액회원 N개월 유지율(%),derived,CRM,%,SV,SV metric — 분자: 증액코호트 유지 회원수 / 분모: D5_INCREASE_PART_MEMBERS,,,"(서비스별 증액 후 N개월 시점 유지 회원(명,건) / 서비스별 증액 회원(명,건)) × 100. 유지기간 = AVG(중단일자−가입일자) or AVG(기준일자−가입일자)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신36,서비스,서비스별 참여회원 N개월 유지율(%),derived,CRM,%,SV,SV metric — 분자: 참여코호트 유지 회원수 / 분모: 참여회원수(서비스별 상이),,,"(서비스별 발송 후 N개월 시점 유지 회원(명,건) / 서비스별 참여 회원(명,건)) × 100. 유지기간 = AVG(중단일자−가입일자) or AVG(기준일자−가입일자)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신37,서비스,서비스별 증액회원 납입율(%),derived,CRM,%,SV,SV metric — 분자: 증액코호트 중 납입회원 / 분모: D5_INCREASE_PART_MEMBERS,,,"(서비스별 증액회원 중 납입회원(명,건) / 서비스별 증액회원(명,건)) × 100. 평균 납입회비 = SUM(서비스별 증액회원의 납입회비) / 서비스별 증액회원(명)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신38,서비스,서비스별 참여회원 납입율(%),derived,CRM,%,SV,SV metric — 분자: 참여코호트 중 납입회원 / 분모: 참여회원수,,,"(서비스별 참여회원 중 납입회원(명,건) / 서비스별 참여회원(명,건)) × 100. 평균 납입회비 = SUM(서비스별 참여회원의 납입회비) / 서비스별 참여회원(명)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신39,서비스,서비스별 증액회원 중단율(%),derived,CRM,%,SV,SV metric — 분자: D5_STOP_(MEMBERS/CNT) / 분모: SEND_MEMBERS(총발송),,,"(서비스별 증액회원 중 중단회원(명,건) / 서비스별 증액회원(명,건)) × 100. +5일내 중단(명,건) / 총 발송(명,건)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신40,서비스,서비스별 참여회원 중단율(%),derived,CRM,%,SV,SV metric — 분자: D5_STOP_(MEMBERS/CNT) / 분모: 참여회원수,,,"(서비스별 참여회원 중 중단회원(명,건) / 서비스별 참여회원(명,건)) × 100. +5일내 중단(명,건) / 총 발송(명,건)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신41,서비스,서비스별 증액회원 가입캠페인 구성비(%),derived,CRM,%,SV,SV metric — 분자: D5_INCREASE_PART(캠페인) / 분모: D5_INCREASE_PART(전체),,,"(해당 캠페인 서비스별 증액회원(명,건) / 서비스별 전체 증액회원(명,건)) × 100",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신42,서비스,서비스별 참여회원 가입캠페인 구성비(%),derived,CRM,%,SV,SV metric — 분자: 참여(캠페인) / 분모: 참여(전체),,,"(해당 캠페인 서비스별 참여회원(명,건) / 서비스별 참여회원(명,건)) × 100",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신43,서비스,서비스×가입캠페인별 N개월 유지율(%),derived,CRM,%,SV,SV metric — 분자: 코호트 유지 회원수 / 분모: 캠페인 가입회원수,,,"(해당 서비스·캠페인 조합에서 N개월 시점 유지 회원(명,건) / 해당 캠페인 가입회원(명,건)) × 100",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신44,서비스,서비스별 서신 참여율(%),derived,CRM,%,SV,SV metric — 분자: LETTER_PART_MEMBERS / 분모: 참여회원수,CRM_SEND_MEMBER;CRM_SEND_REQUEST,SND_MEMBER_LIST;SND_REQ_MST;TD_MS_EMAIL_SNDNG_DTLS;TD_MS_MSG_AT_SNDNG_DTLS;TD_MS_PSTMTR_SNDNG_DTL;TM_MS_EMAIL_SNDNG;TM_MS_MSG_AT_SNDNG;TM_MS_PSTMTR_SNDNG,"(서비스별 서신 참여회원(명,건) / 해당 서비스 참여회원(명,건)) × 100",WAIT,실측: `FACT_SERVICE_EVENT.LETTER_PART_MEMBERS` 전건 0 — 설계O·값 미주입
신45,서비스,서비스별 서신참여회원 N개월 유지율(%),derived,CRM,%,SV,SV metric — 분자: D5_LETTER_PART 유지 회원수 / 분모: LETTER_PART_MEMBERS,,,"(서신참여 후 N개월 시점 유지 회원(명,건) / 서비스별 서신참여 회원(명,건)) × 100. 유지기간 = AVG(중단일자−가입일자) or AVG(기준일자−가입일자)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
신46,서비스,서비스별 서신참여회원 납입율(%),derived,CRM,%,SV,SV metric — 분자: 서신코호트 중 납입회원 / 분모: LETTER_PART_MEMBERS,,,"(서비스별 서신참여회원 중 납입회원(명,건) / 서비스별 서신참여 회원(명,건)) × 100. 평균 납입회비 = SUM(서비스별 서신참여회원의 납입회비) / 서비스별 서신참여회원(명)",OK,추정: 배속·원천 계통에 알려진 제약 없음 — 대응 물리 컬럼 미특정
