# 생성기: scripts/gen_bronze_exposure_audit.py | 러너: scripts/run_bronze_audit_host.py | 감사일: 2026-09-02
# 자동 생성물 — 생성기 scripts/gen_bronze_exposure_audit.py(+러너 scripts/run_bronze_audit_host.py) 재실행으로 갱신. 직접 편집 금지.

원천시스템,BRONZE_테이블,BRONZE_컬럼,데이터타입,판정,신뢰도,비고
CRM,TD_MS_EVENT_PRTCPNT_DTL,PARTCPT_CHNNL_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EVENT_PRTCPNT_DTL,PARTCPT_PATH_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EVENT_PRTCPNT_DTL,PARTCPT_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EVENT_PRTCPNT_DTL,PARTCPT_DT,TIMESTAMP_NTZ,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EVENT_PRTCPNT_DTL,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_EVENT_PRTCPNT_DTL,RM2,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EVENT_PRTCPNT_DTL,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EVENT_PRTCPNT_DTL,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_EVENT_PRTCPNT_DTL,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EVENT_PRTCPNT_DTL,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_EVENT_PRTCPNT_DTL,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_EVENT_PRTCPNT_DTL,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,SNDNG_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_MSG_AT_LQY_SNDNG,DIVS_DTL_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,SNDNG_CNT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_MSG_AT_LQY_SNDNG,SUCCES_CNT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_MSG_AT_LQY_SNDNG,AT_ALTRTV_SNDNG_CNT,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,AT_FAILR_CNT,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_MSG_AT_LQY_SNDNG,RESVE_SNDNG_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,RESVE_HM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,TOT_CLICK_CNT_CTNT,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_MSG_AT_LQY_SNDNG,CLICK_CNT_CTNT1,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,CLICK_CNT_CTNT2,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,CLICK_CNT_CTNT3,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,CLICK_CNT_CTNT4,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,RM_VU_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_MSG_AT_LQY_SNDNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_LQY_SNDNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_MSG_AT_LQY_SNDNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_SNDNG_DTLS,SNDNG_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_MSG_AT_SNDNG_DTLS,SNDNG_DTL_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_MSG_AT_SNDNG_DTLS,SNDNG_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_MSG_AT_SNDNG_DTLS,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_MSG_AT_SNDNG_DTLS,SNDNG_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_SNDNG_DTLS,TRNSMS_STAT_CD,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_MSG_AT_SNDNG_DTLS,TRNSMS_FAILR_CD_ID,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `SEND_RESULT_CD` (FACT_SERVICE_EVENT.sql)
CRM,TD_MS_MSG_AT_SNDNG_DTLS,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_SNDNG_DTLS,ALTRTV_MSG_SNDNG_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_SNDNG_DTLS,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_MSG_AT_SNDNG_DTLS,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_SNDNG_DTLS,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_SNDNG_DTLS,ATTACHED_FILE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_MSG_AT_SNDNG_DTLS,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_MSG_AT_SNDNG_DTLS,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_LQY_SNDNG,SNDNG_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_PSTMTR_LQY_SNDNG,SNDNG_CNT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_PSTMTR_LQY_SNDNG,SNDNG_SQNC,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_LQY_SNDNG,SNDNG_TIT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_LQY_SNDNG,SNDNG_MEMO_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_LQY_SNDNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_LQY_SNDNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_PSTMTR_LQY_SNDNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_LQY_SNDNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_LQY_SNDNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_PSTMTR_LQY_SNDNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_SNDNG_DTL,SNDNG_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_PSTMTR_SNDNG_DTL,SNDNG_DTL_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_PSTMTR_SNDNG_DTL,SNDNG_DE,TIMESTAMP_NTZ,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_PSTMTR_SNDNG_DTL,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_PSTMTR_SNDNG_DTL,RELATNSP_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_PSTMTR_SNDNG_DTL,MNG_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TD_MS_PSTMTR_SNDNG_DTL,DTL_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_SNDNG_DTL,BIZN_REQUST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_SNDNG_DTL,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_SNDNG_DTL,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TD_MS_PSTMTR_SNDNG_DTL,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_SNDNG_DTL,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TD_MS_PSTMTR_SNDNG_DTL,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TD_MS_PSTMTR_SNDNG_DTL,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_MM_FDRM_MBER_STNG_DTLS,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_MM_FDRM_MBER_STNG_DTLS,SER_NO,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TH_MM_FDRM_MBER_STNG_DTLS,BF_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_MM_FDRM_MBER_STNG_DTLS,CHN_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_MM_FDRM_MBER_STNG_DTLS,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_MM_FDRM_MBER_STNG_DTLS,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TH_MM_FDRM_MBER_STNG_DTLS,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TH_MM_FDRM_MBER_STNG_DTLS,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,SETLE_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,UPDUSR_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TH_PM_SETLE_INFO_HIST,SETLE_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TH_PM_SETLE_INFO_HIST,WTDRW_STRT_DE,DATE,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,WTDRW_ASMT_SQNC,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,FNLT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,FNLT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,SETLE_ENTRPS_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,CARD_TRMVT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,ACNUT_SER_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,PAYER_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,CARD_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,ETC_CTTPC,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,ETC_CTTPC_REL_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,PAYER_MBER_REL_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,CRTFC_MTH_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,CRTFC_FILE_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,CRTFC_DATA_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,CRTFC_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,FILE_SIZE,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,BILLKEY,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,SETLE_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,BF_SETLE_STAT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,RQST_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,RCEPT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,APRV_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,APRV_REQUST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,APRV_RST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,FRST_BEGIN_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,RQEST_EXCL_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,RQEST_EXCL_STRT_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,RQEST_EXCL_END_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,APPLCNT_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,APPLCNT_ETC_CTTPC,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,APPLCNT_ETC_CTTPC_REL_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,APPLCNT_MBER_REL_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,BF_SETLE_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,OPERT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TH_PM_SETLE_INFO_HIST,CRTFC_TY_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TH_PM_SETLE_INFO_HIST,RGSTR_ID,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TH_PM_SETLE_INFO_HIST,RGSTR_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,REGIST_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TH_PM_SETLE_INFO_HIST,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TH_PM_SETLE_INFO_HIST,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_BRND_MNG,BRND_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_BRND_MNG,BRND_NM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_BRND_MNG,USE_DEPT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_BRND_MNG,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_BRND_MNG,PR_MTH_LIST,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_BRND_MNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_BRND_MNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_BRND_MNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_BRND_MNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_BRND_MNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_CM_BRND_MNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,CMPGN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,CMPGN_NM,TEXT,판정보류(동명이의),낮음(일반명 충돌),동명 GOLD/SILVER 컬럼이 있으나 계보 무관 가능 — 실측 필요(P14)
CRM,TM_CM_CMPGN_MNG,UPPER_CMPGN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,UPPER_CMPGN_YN,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,SPNSR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_CM_CMPGN_MNG,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_CM_CMPGN_MNG,CMPGN_TRGET_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,USE_DEPT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,USE_SCOPE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,SPNSR_ENTRPRS_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,BRND_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,PR_MTH_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,CMPGN_STRT_DE,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,MBRFEE_BNKB_LIST,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,INICIS_ACNT_NO,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_CMPGN_MNG,REFER_URL,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,SPNSR_BSNS_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,CMPGN_DC,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,EMRGNCY_AID_BPLC_CD,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,CMPGN_PRPT_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,ATCHFL_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_CM_CMPGN_MNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_CM_CMPGN_MNG,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,MBER_INFLOW_PATH_CD,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,CMPGN_CTGR_CD,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,CMPGN_TYPE1_BSN,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,CMPGN_TYPE2_BSN,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_CM_CMPGN_MNG,MKTG_CMPGN_NM,NUMBER,노출됨(GOLD),높음,개명 적재 → GOLD `MKTG_CAMPAIGN_SK` (DIM_CAMPAIGN.sql)
CRM,TM_CM_CMPGN_MNG,CMMN_BRND,NUMBER,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_CM_CMPGN_MNG,MKTG_UTM,NUMBER,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_CM_CMPGN_MNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
